Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-11-05,16.233309316832493,16.233309316832493,15.101897224599686,15.938158988952637,1027.0,0.0,0.0
2018-11-06,15.938158256537962,16.676035918849536,15.151087624160324,16.08573341369629,7113.0,0.0,0.0
2018-11-07,16.72522735595703,16.72522735595703,16.282499998867827,16.72522735595703,2820.0,0.0,0.0
2018-11-09,16.971186806201903,16.971186806201903,15.888965822966188,16.036540985107422,3626.0,0.0,0.0
2018-11-12,16.036541527558132,16.823612213134766,16.036541527558132,16.823612213134766,38981.0,0.0,0.0
2018-11-13,17.463104471027748,17.65987259595715,17.31552931559065,17.610679626464844,13756.0,0.0,0.0
2018-11-14,18.446941375732422,18.446941375732422,18.446941375732422,18.446941375732422,3271.0,0.0,0.0
2018-11-15,19.332395553588867,19.332395553588867,19.332395553588867,19.332395553588867,15665.0,0.0,0.0
2018-11-16,20.267040252685547,20.267040252685547,20.267040252685547,20.267040252685547,11958.0,0.0,0.0
2018-11-19,21.250877380371094,21.250877380371094,21.250877380371094,21.250877380371094,8815.0,0.0,0.0
2018-11-20,22.283905029296875,22.283905029296875,22.283905029296875,22.283905029296875,75746.0,0.0,0.0
2018-11-21,23.366127014160156,23.366127014160156,23.366127014160156,23.366127014160156,19634.0,0.0,0.0
2018-11-22,24.497538647065067,24.497538647065067,22.23471450805664,22.23471450805664,146730.0,0.0,0.0
2018-11-26,21.15249252319336,21.6444109539653,21.15249252319336,21.15249252319336,15037.0,0.0,0.0
2018-11-27,20.66057413155687,22.185520519230494,20.217846792415553,21.988754272460938,50633.0,0.0,0.0
2018-11-28,22.82501690697288,22.82501690697288,20.90653419494629,20.90653419494629,13235.0,0.0,0.0
2018-11-29,21.546028030108843,21.546028030108843,19.97188859322217,21.054109573364258,11455.0,0.0,0.0
2018-11-30,21.93956291938683,21.93956291938683,20.119466089235573,20.51300048828125,31991.0,0.0,0.0
2018-12-03,19.824313431502794,21.152493640017173,19.824313431502794,21.054109573364258,16939.0,0.0,0.0
2018-12-04,21.05411056895691,21.447644977657774,20.119466582857378,21.30006980895996,14806.0,0.0,0.0
2018-12-05,21.152493304516895,21.30006846389558,20.316231566011073,20.414615631103516,14849.0,0.0,0.0
2018-12-06,21.250878190186906,21.3000692863726,19.92269795145272,20.51300048828125,7380.0,0.0,0.0
2018-12-07,21.103301387459208,21.103301387459208,20.021080466675677,20.31623077392578,7853.0,0.0,0.0
2018-12-10,20.562190547300343,21.103301960649265,19.33239443948908,19.43077850341797,8244.0,0.0,0.0
2018-12-11,20.31623167142605,20.31623167142605,19.23401070283377,20.07027244567871,3849.0,0.0,0.0
2018-12-12,19.824313973076475,21.05411014853432,19.824313973076475,21.004919052124023,10422.0,0.0,0.0
2018-12-13,21.004918478297796,21.988755391786967,20.365424859833833,21.054109573364258,8981.0,0.0,0.0
2018-12-14,20.31623178243027,21.10330243503414,20.26704068762002,20.562191009521484,12072.0,0.0,0.0
2018-12-17,20.217847177355143,21.546027343547216,20.217847177355143,21.447643280029297,23529.0,0.0,0.0
2018-12-18,21.939560670711142,21.939560670711142,20.857341653386612,21.201683044433594,11138.0,0.0,0.0
2018-12-19,22.087139458439882,22.087139458439882,20.463807049966757,21.054109573364258,2532.0,0.0,0.0
2018-12-20,21.05410903163243,21.103302001953125,20.611383557865825,21.103302001953125,8384.0,0.0,0.0
2018-12-21,20.611384557172677,21.890371823201136,20.463807515575517,20.51300048828125,13065.0,0.0,0.0
2018-12-24,20.660575075661967,20.660575075661967,20.463806943381,20.562191009521484,1414.0,0.0,0.0
2018-12-26,19.77512180905978,20.46380650422389,19.77512180905978,20.267040252685547,3456.0,0.0,0.0
2018-12-27,21.103302210230655,21.103302210230655,19.971888276447505,20.414615631103516,2256.0,0.0,0.0
2018-12-28,20.021082136920043,20.660575773657822,19.430779596654382,20.168657302856445,17279.0,0.0,0.0
2018-12-31,19.67673841129951,20.611384236444238,19.67673841129951,19.873506546020508,4028.0,0.0,0.0
2019-01-01,19.873506087875022,20.463806725389755,19.873506087875022,20.414615631103516,5194.0,0.0,0.0
2019-01-02,20.119465094901805,20.857342760340455,20.119465094901805,20.267040252685547,4111.0,0.0,0.0
2019-01-03,19.775120727155414,20.61138241087101,19.775120727155414,20.36542320251465,1554.0,0.0,0.0
2019-01-04,19.82431411743164,21.103303275133072,19.430779713723528,19.82431411743164,4410.0,0.0,0.0
2019-01-07,19.47996906802397,20.414614835182444,19.037243607148813,20.31623077392578,3213.0,0.0,0.0
2019-01-08,19.6767379468743,20.070272330507795,19.43077872253837,19.578353881835938,12688.0,0.0,0.0
2019-01-09,19.873506998121307,20.07027326079852,19.086436317852318,19.332395553588867,3043.0,0.0,0.0
2019-01-10,18.9388589106108,19.676736530504726,18.397749406629853,18.692899703979492,4556.0,0.0,0.0
2019-01-11,18.692902228995006,18.692902228995006,17.758256366937225,17.807449340820312,29358.0,0.0,0.0
2019-01-14,17.364720756329138,17.70906404359186,17.167954503978976,17.41391372680664,12354.0,0.0,0.0
2019-01-15,17.21714558427695,18.250173568725586,17.167954490358422,18.250173568725586,4299.0,0.0,0.0
2019-01-16,19.135629653930664,19.135629653930664,19.135629653930664,19.135629653930664,2825.0,0.0,0.0
2019-01-17,20.07027244567871,20.07027244567871,20.07027244567871,20.07027244567871,5912.0,0.0,0.0
2019-01-18,21.054109573364258,21.054109573364258,20.070272659875087,21.054109573364258,71204.0,0.0,0.0
2019-01-21,22.087139129638672,22.087139129638672,22.087139129638672,22.087139129638672,22002.0,0.0,0.0
2019-01-22,23.16935920715332,23.16935920715332,23.16935920715332,23.16935920715332,5800.0,0.0,0.0
2019-01-23,24.30077362060547,24.30077362060547,23.7596621676287,24.30077362060547,106170.0,0.0,0.0
2019-01-24,25.48137664794922,25.48137664794922,24.792691908367924,25.48137664794922,116475.0,0.0,0.0
2019-01-25,25.48137541346979,25.48137541346979,24.25157928466797,24.25157928466797,53545.0,0.0,0.0
2019-01-28,23.07097625732422,23.07097625732422,23.07097625732422,23.07097625732422,3167.0,0.0,0.0
2019-01-29,23.07097625732422,23.07097625732422,23.07097625732422,23.07097625732422,0.0,0.0,0.0
2019-01-30,20.857343673706055,20.857343673706055,20.857343673706055,20.857343673706055,3827.0,0.0,0.0
2019-01-31,19.82431411743164,21.89037208254929,19.82431411743164,19.82431411743164,209496.0,0.0,0.0
2019-02-01,18.840476989746094,19.479970624221853,18.840476989746094,18.840476989746094,44551.0,0.0,0.0
2019-02-04,17.905832290649414,17.955023384931653,17.905832290649414,17.905832290649414,26360.0,0.0,0.0
2019-02-05,17.70906542814833,18.79128646850586,17.315531016160165,18.79128646850586,30160.0,0.0,0.0
2019-02-06,19.725929260253906,19.725929260253906,18.10259873690842,19.725929260253906,95065.0,0.0,0.0
