Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-11-02,35.01471553482088,36.32367469657706,34.874468254408626,35.80944061279297,1212669.0,0.0,0.0
2018-11-05,35.99644165227365,41.32578567515847,35.809446436856504,40.57780838012695,3783499.0,0.0,0.0
2018-11-06,41.092042175825846,42.44775301704001,40.71805174837468,40.99854278564453,1531198.0,0.0,0.0
2018-11-07,41.13878866893267,42.54124737355538,41.13878866893267,41.793270111083984,352908.0,0.0,0.0
2018-11-09,42.16725748099127,43.803459323305695,40.67130293753001,43.52296829223633,1121626.0,0.0,0.0
2018-11-12,43.80345987559056,44.13070238816159,41.79327115538435,42.12051010131836,1029256.0,0.0,0.0
2018-11-13,41.88675956889574,42.26074992664157,41.09203451698133,41.98025894165039,494730.0,0.0,0.0
2018-11-14,42.401000232051146,42.447751709019684,41.37253193820809,41.512779235839844,394777.0,0.0,0.0
2018-11-15,39.45583476754293,40.76479394689517,37.11840384016049,39.22209167480469,1376682.0,0.0,0.0
2018-11-16,39.596083594482145,39.87657819528505,38.33387215741712,39.40909194946289,573963.0,0.0,0.0
2018-11-19,39.78307860144474,39.97007381213887,39.17534862498506,39.54933547973633,381395.0,0.0,0.0
2018-11-20,39.315588828913576,39.4558361160043,37.49239192991752,38.98834991455078,338099.0,0.0,0.0
2018-11-21,38.9883499897833,39.035097896691525,37.53914347580832,38.56761169433594,387365.0,0.0,0.0
2018-11-22,38.567615081888384,40.671303177264114,38.240376138151404,39.54933547973633,1044658.0,0.0,0.0
2018-11-26,43.00873480172383,43.42947313811158,41.27903711135279,41.699771881103516,5974545.0,0.0,0.0
2018-11-27,41.138782699777174,41.512773060066074,39.40908530837292,40.016815185546875,1191743.0,0.0,0.0
2018-11-28,40.20381704911781,40.20381704911781,38.84810622599458,39.128597259521484,806204.0,0.0,0.0
2018-11-29,39.36233281189287,40.8582906474014,38.47411197098292,38.84809875488281,1493268.0,0.0,0.0
2018-11-30,38.801350852724866,39.54932798716097,38.520859873140864,38.84809875488281,402412.0,0.0,0.0
2018-12-03,38.98835326013937,40.67130301645854,38.66111075105925,39.82982635498047,667806.0,0.0,0.0
2018-12-04,39.736324242253374,40.11031460295268,39.03509499091949,39.59607696533203,347081.0,0.0,0.0
2018-12-05,40.43755569026968,41.980261553662935,39.17534439595637,41.372528076171875,1591886.0,0.0,0.0
2018-12-06,40.20381176693826,40.95178894694934,39.502582491933524,39.92332077026367,1809440.0,0.0,0.0
2018-12-07,40.20380813932721,40.951785251847916,38.80134971586231,38.94159698486328,567078.0,0.0,0.0
2018-12-10,37.77288691959849,38.24037312619433,37.49239234233162,37.58589172363281,265620.0,0.0,0.0
2018-12-11,37.21190478876577,38.70786292883214,36.557423325401544,38.14687728881836,501919.0,0.0,0.0
2018-12-12,38.520867214831306,40.110321157589695,38.28712409285616,39.68958282470703,517650.0,0.0,0.0
2018-12-13,39.923324534870545,40.48430658111804,39.315591012571694,39.783077239990234,435436.0,0.0,0.0
2018-12-14,39.54933547973633,40.01682172315316,39.17534862498506,39.54933547973633,260864.0,0.0,0.0
2018-12-17,39.736324198648404,40.811543809501686,39.549329018503954,40.016815185546875,328144.0,0.0,0.0
2018-12-18,39.97007374547594,40.43755998811309,39.268844381520225,40.110321044921875,352939.0,0.0,0.0
2018-12-19,40.48431171671411,40.53105963205875,39.8298302019772,39.97007751464844,536579.0,0.0,0.0
2018-12-20,39.73632782407839,41.55952475521639,39.64283200879407,40.85829544067383,1140811.0,0.0,0.0
2018-12-21,40.811543854286555,41.04528693806452,39.36233388155407,39.59607696533203,422752.0,0.0,0.0
2018-12-24,39.783073670721855,40.203811950978,38.98834858206644,39.22209167480469,312210.0,0.0,0.0
2018-12-26,39.222091735497045,39.54933063918234,38.1468720805827,38.801353454589844,333385.0,0.0,0.0
2018-12-27,38.89485557864949,40.063571233856955,38.89485557864949,39.175350189208984,334930.0,0.0,0.0
2018-12-28,39.362340381900076,39.689582893212304,39.035101437224846,39.128597259521484,266457.0,0.0,0.0
2018-12-31,39.40908686232259,39.50258267276327,38.801353394548535,39.22209167480469,396560.0,0.0,0.0
2019-01-01,39.40909328017924,39.40909328017924,38.80135971343446,39.03510284423828,211992.0,0.0,0.0
2019-01-02,39.97007196744769,42.30750307665515,39.73632885652694,41.1855354309082,4005838.0,0.0,0.0
2019-01-03,40.811547897715506,41.138786820771486,39.6428323630345,39.8765754699707,971472.0,0.0,0.0
2019-01-04,39.40909435123566,40.57781003701801,38.94160807692272,39.50259017944336,731199.0,0.0,0.0
2019-01-07,39.78307489633395,40.063565902933725,38.98834978319515,39.26884078979492,518857.0,0.0,0.0
2019-01-08,39.315588828913576,39.50258402282232,38.80135472064204,38.98834991455078,326187.0,0.0,0.0
2019-01-09,39.22209440883252,39.36233813426941,38.05337886367444,38.19362258911133,519803.0,0.0,0.0
2019-01-10,38.19362264181482,38.80135615279035,37.63264060601956,38.33386993408203,777561.0,0.0,0.0
2019-01-11,39.78308010873987,40.90504784877659,38.707863848125726,38.89485549926758,4277600.0,0.0,0.0
2019-01-14,38.754613647915434,38.94160887479941,37.58589793818721,37.67939376831055,749565.0,0.0,0.0
2019-01-15,37.86638017724745,38.05337536058584,37.492389810570664,37.772884368896484,566285.0,0.0,0.0
2019-01-16,38.80134965943256,39.26883579990765,37.959873179922916,38.380611419677734,2094242.0,0.0,0.0
2019-01-17,38.380620620598506,39.175349389906856,37.58589541792721,38.00663375854492,1663467.0,0.0,0.0
2019-01-18,38.14687629872208,38.193624209183966,37.11840800201278,37.25865173339844,1201575.0,0.0,0.0
2019-01-21,37.25865216018811,37.25865216018811,36.18343594070056,36.27693176269531,819495.0,0.0,0.0
2019-01-22,36.230185430042525,36.27693334307644,34.64073142042936,35.90294647216797,905263.0,0.0,0.0
2019-01-23,35.76269397487888,36.74441427262666,35.52895087700386,35.996437072753906,483193.0,0.0,0.0
2019-01-24,36.276932082393266,36.276932082393266,35.622450622751316,35.71595001220703,457332.0,0.0,0.0
2019-01-25,35.90294800197257,35.996443832024205,35.06147126495865,35.24846649169922,458261.0,0.0,0.0
2019-01-28,34.64072966735304,35.24846320594959,33.51876197813316,33.846004486083984,775575.0,0.0,0.0
2019-01-29,33.65900427858116,34.12649044911701,33.19151810804531,33.799251556396484,366450.0,0.0,0.0
2019-01-30,34.12649481211229,35.71594870846956,33.7057564915123,35.38870620727539,721100.0,0.0,0.0
2019-01-31,36.08994056428728,36.65092625853307,35.57570635287336,36.13669204711914,613899.0,0.0,0.0
2019-02-01,36.41718220053117,36.65092534229756,34.921223953243896,35.24846649169922,513558.0,0.0,0.0
2019-02-04,34.734228897157244,34.92122053897825,33.84600433195967,34.126495361328125,437847.0,0.0,0.0
2019-02-05,34.126495628090176,34.734229168669856,33.09802732348745,33.42526626586914,412607.0,0.0,0.0
2019-02-06,33.42526797973861,34.54723573014817,32.3500481425467,32.63054275512695,733422.0,0.0,0.0
2019-02-07,32.72403335571289,33.98624464420718,32.25654716491699,32.72403335571289,710133.0,0.0,0.0
2019-02-08,32.583787355091914,32.72403464450879,32.11630114588465,32.35004425048828,444610.0,0.0,0.0
2019-02-11,32.25655080854035,32.39679810827575,31.415074143401892,31.508573532104492,462716.0,0.0,0.0
2019-02-12,31.55532069116868,31.78906380739956,31.04108654878813,31.41507339477539,545000.0,0.0,0.0
2019-02-14,31.134582416555432,31.789063856336806,30.76059556999244,31.555320739746094,469462.0,0.0,0.0
2019-02-15,31.321584684796186,31.602075774616072,30.854098346217135,31.181337356567383,321526.0,0.0,0.0
2019-02-18,31.181330740260034,31.321578038730024,30.386605559961964,30.57360076904297,238205.0,0.0,0.0
2019-02-19,30.386598665358413,31.789057065298035,30.1996034987059,30.526845932006836,329107.0,0.0,0.0
2019-02-20,30.293110012066602,32.11630350880495,30.293110012066602,31.508573532104492,543248.0,0.0,0.0
2019-02-21,31.555320739746094,31.97605906293676,31.461824919764574,31.555320739746094,281181.0,0.0,0.0
2019-02-22,31.555319049141623,31.882557968181736,30.760593921966077,30.854089736938477,954599.0,0.0,0.0
2019-02-25,31.087832841006193,31.18132865597859,30.66709454035696,30.854089736938477,660540.0,0.0,0.0
2019-02-26,30.57359771924022,30.57359771924022,29.45163014331059,30.106111526489258,643871.0,0.0,0.0
2019-02-27,30.293107793894375,31.648814947760844,30.106112596818637,30.433351516723633,892364.0,0.0,0.0
2019-02-28,30.620347419151894,30.807342620535145,30.19960910769878,30.38660430908203,364481.0,0.0,0.0
2019-03-01,30.386602337789988,31.08783162250822,30.19960714853781,30.807340621948242,1184072.0,0.0,0.0
2019-03-05,30.994332352404527,32.67728173459313,30.807337184019975,32.443538665771484,2605959.0,0.0,0.0
2019-03-06,33.0980317384374,34.87447755304212,32.63054543459866,34.453739166259766,6356835.0,0.0,0.0
2019-03-07,35.528956474202545,36.744420061308354,33.93950244492394,34.78097915649414,6998002.0,0.0,0.0
2019-03-08,34.59397760876319,34.8744686057772,33.79925252278405,34.406982421875,1349267.0,0.0,0.0
2019-03-11,34.59398584623997,36.83792148994833,33.37852219199685,36.13669204711914,2799609.0,0.0,0.0
2019-03-12,36.276926341477065,37.772884236296235,35.902939542749614,37.49238967895508,3396120.0,0.0,0.0
2019-03-13,37.53914750600015,38.89485478507034,37.16515707730951,38.00663375854492,2444433.0,0.0,0.0
2019-03-14,38.05337677319097,38.52086296557259,36.55741881758784,37.118404388427734,1102111.0,0.0,0.0
2019-03-15,37.398903617556726,37.398903617556726,35.80944950048309,36.13669204711914,942025.0,0.0,0.0
2019-03-18,36.13668295911145,36.60416913676289,35.715944685897846,36.08993148803711,706150.0,0.0,0.0
2019-03-19,36.230177474798104,37.30539707167246,35.85618711937145,36.88465881347656,928033.0,0.0,0.0
2019-03-20,37.211906930636765,37.211906930636765,36.08993915266718,36.230186462402344,504707.0,0.0,0.0
